id,date,user,pc,to,cc,bcc,from,activity,size,attachments,content
{X4G0-R5FR36VB-6177SIKM},01/02/2010 12:53:34,AKH0454,PC-2966,Ruby.Amy.Benton@dtaa.com,Austin.Kyle.Hanson@dtaa.com,Malachi.Herrod.Henson@dtaa.com,Austin.Kyle.Hanson@dtaa.com,Send,32961,,"The officers believed that Japan's communication codes were secure and discussed alternative explanations for the convoy's detection. Due to its heavy losses, the Take Ichi convoy was ordered to dock at Halmahera in the eastern NEI rather than continue to New Guinea."
{B5Z4-X1SL37MR-2964JPDU},01/03/2010 12:24:04,JAY3851,PC-8807,Jaquelyn.Autumn.Yates@dtaa.com,,,Lucian.D.Horton@northropgrumman.com,View,20818,,"Speaking to her biographer, Parks noted, ""You might just say Maxwell opened my eyes up."" Others had taken similar steps, including Lizzie Jennings in 1854, Homer Plessy in 1892, Irene Morgan in 1946, Sarah Louise Keys in 1955, and Claudette Colvin on the same bus system nine months before Parks, but Parks' civil disobedience had the effect of sparking the Montgomery Bus Boycott."
{E7F5-O4FC10QX-8662QRWN},01/04/2010 09:59:05,TTB0471,PC-0816,Stephanie.C.Cotton@comcast.net,Basil-Tyson@sbcglobal.net,,Tobias_Bryant@earthlink.net,Send,33140,,"Popular recurring monsters include Adamantoise, Behemoth, Bomb, Cactuar, Iron Giant, Malboro, and Tonberry. Nomura, also the director of the Guardian Force animation sequences, wanted to create a greater impact than the summons of Final Fantasy VII. This approach led to the inclusion of numerous instances of internal monologue, giving insight into what Squall thinks of other characters and recent developments. The halo's appearance in the back-scattered light, as observed by Keck and HST, is the same. A ring could possibly exist around the moon Himalia's orbit, which would have been created if S/2000 J 11 had indeed crashed into Himalia."
{U0F2-Z0DC75VX-3087SANO},01/04/2010 13:02:15,WNW2002,PC-6583,William.Nicolas.Watts@dtaa.com,,,Cheryl.Brianna.Aguirre@dtaa.com,View,81412,,"Drum machines and distorted guitars were used more extensively than in Bloc Party's previous works to create a sense of manipulation to the basic rock palette. The chosen cover art is a stylised shot of a couple kissing, taken by freelance photographer Perry Curties."
{K3B6-W4KV15MY-4235GUQG},01/04/2010 12:25:57,WDS2197,PC-7233,Whoopi.Daryl.Stevens@dtaa.com,,,Nerea-Downs@harris.com,View,38691,,"The first, and to date only, member of the Order from Africa was Haile Selassie, Emperor of Ethiopia, created a Stranger Knight in 1954. (Generally, individuals can derive precedence from their fathers or husbands, but not from their mothers or wives.) Then the rest of the heralds kicked them down the length of the chapel, out of the doors, and into the castle ditch. Three New Zealanders have been appointed; Charles Elworthy, Baron Elworthy, Sir Keith Holyoake and Sir Edmund Hillary."
{N7D4-T9FV89QS-8102UZIS},01/04/2010 08:24:57,SLC0017,PC-5800,Savannah.Libby.Carroll@dtaa.com,,,Harris-Walter@lockheedmartin.com,View,32590,,"The first game between teams representing the northern and southern halves of Tasmania took place at the oval in August 1923 in front of a crowd of 9,441. Holding 20,000 people-more than any other stadium in Tasmania-York Park has been known as Aurora Stadium under a six-year naming rights agreement signed with Aurora Energy in 2004. The games drew an average crowd of 17,108, with a record attendance of 20,971 for the match between Hawthorn and Richmond."
{C5H9-G2PE75NC-2185OFXE},01/04/2010 10:37:26,KSH0672,PC-6826,Kim.Susan.Herring@dtaa.com,,,Caryn.Odette.Bond@dtaa.com,View,43654,,"In 1993, it was discovered that when {chem|C|60}, a spherical molecule consisting of 60 carbon atoms, is exposed to noble gases at high pressure, complexes such as {chem|He@C|60} can be formed (the @ notation indicates He is contained inside {chem|C|60} but not covalently bound to it). Before them, in 1784, the English chemist and physicist Henry Cavendish had discovered that air contains a small proportion of a substance less reactive than nitrogen. The noble gases-including helium-can form stable molecular ions in the gas phase. For the next year they continued in this way, completing a new script every few weeks. For her subsequent work as Bart, Cartwright received a Primetime Emmy Award for Outstanding Voice-Over Performance in 1992 and an Annie Award for Best Voice Acting in the Field of Animation in 1995."
{G6G9-H4YR34VS-6207ANPA},01/04/2010 11:18:25,EMM3195,PC-1141,Elizabeth.May.Mendoza@dtaa.com,,,Jack.C.Hurley@northropgrumman.com,View,23018,,"The road surface consisted of planks about {convert|8|ft} wide nailed to the stringers and was fairly smooth. Larrys Creek is in a sandstone, limestone, and shale mountain region, with the source in the dissected Allegheny Plateau and the mouth in the Ridge-and-valley Appalachians. On January 12, 1862, McClellan was summoned to the White House, where the Cabinet demanded to hear his war plans. The Confederate forces under General Joseph E. Johnston withdrew from their positions before Washington, assuming new positions south of the Rappahannock, which completely nullified the Urbanna strategy."
{U7O6-F5NA89ZI-0461OSOA},01/04/2010 12:57:28,SJB0086,PC-8004,Shay.Jorden.Bishop@dtaa.com,,,Manning-Nichole@boeing.com,View,21495,,"In the field of super-specialty health care, Karnataka's private sector competes with the best in the world. The total fertility rate is 2.2. The Kingdom of Mysore was restored to the Wodeyars and Mysore remained a princely state under the British Raj. Karnataka has contributed significantly to both forms of Indian classical music, the Carnatic (Karnataka Music) and Hindustani traditions."
{N4E7-F1MV42ZK-1102WBBO},01/04/2010 10:21:34,ARB3934,PC-2273,Anika.Rylee.Barnett@dtaa.com,,,Germaine.Katell.Waters@dtaa.com,View,28374,,"The Hellenic AF operates 35 upgraded F-4E-PI2000 (338 and 339 Squadrons) and 22 RF-4E aircraft (348 Squadron) as of May 2008. They were operated from RAAF Amberley by No. 1 Squadron and No. 6 Squadron. Zolak spent the 1991 season as the third-string quarterback, behind Hugh Millen and Tom Hodson, and did not take the field. He did not play in 1991, but started a few games in 1992 and had his most productive season statistically."
{T6I2-F9NG27NO-4400PURH},01/02/2010 13:01:01,GES2626,PC-8285,Grace.Emily.Shields@dtaa.com,,,Hutchinson-Warren@boeing.com,View,47065,,"In September 1775, early in the American Revolutionary War, a Continental Army under the direction first of Major General Philip Schuyler, and later of Brigadier General Richard Montgomery, invaded the British Province of Quebec. All of the captives were eventually released after negotiations between Forster and Arnold, who was bringing a sizable force into the area."
{O0Y6-S2AC54HL-6074IVHT},01/04/2010 07:51:40,WBA1786,PC-4063,Wing.Benjamin.Ayers@dtaa.com,,,Hakeem-Kelly@northropgrumman.com,View,25917,,"Random, isolated cirrus clouds do not have any particular significance. Cirrocumulus clouds do not last long, and they tend to convert to cirrus clouds because as the water vapor continues to deposit on the ice crystals, they eventually begin to fall, destroying the upward convection. The 1870 United States Census recorded the population of Pithole as only 237. Cornplanter Township was settled in 1795 and was incorporated on November 28, 1833."
{K6G8-M6UI70QL-5314IMTD},01/04/2010 12:42:56,MHH0034,PC-4923,Malachi.Herrod.Henson@dtaa.com,,,Deborah.Serina.Bryan@dtaa.com,View,19901,,"Conservation, on the other hand, aids in the preservation of the work in its present state and in prevention of further deterioration. Pietrangeli, in his foreword to The Sistine Chapel, written after the restoration of the lunettes, but prior to the restoration of the ceiling, commends those who had the courage to commence the restoration process, and thanks not only those who visited the restoration while it was in progress and gave the benefit of their knowledge and experience, but also those who were critical of the enterprise. Certain small areas were left unrestored, in order to maintain a physical record of the previous restorations that had taken place, for example, an area left with overpainting and candle wax, and another area demonstrating the attempt to counteract salination with oil."
{P7H8-S8SC33HV-0800OALQ},01/04/2010 11:20:12,KMS0568,PC-3325,Carter.Barry.Ramirez@dtaa.com,,,Kevyn.Maile.Sheppard@dtaa.com,Send,855426,C:\KMS0568\QLLSABC7.doc(826070),"Because the novel does not employ the same sort of realism for which Balzac became famous, it has been called one of ""the most diffuse and least valuable of his works"". Believing his spirit visited the place while his body slept, he ascribes the experience to ""a complete severance of my body and my inner being"" and ""some inscrutable locomotive faculty in the spirit with effects resembling those of locomotion in the body"". Lambert's madness is represented most vividly in his attempt at self-castration, followed by years spent in a catatonic state."
{G1H5-N1MT81SK-8419TXME},01/04/2010 08:42:56,MRS0409,PC-6474,Malik.Roth.Scott@dtaa.com,,,Jordan.A.Whitaker@boeing.com,View,26788,,"Its breeding season is tied to the peak of food supply, beginning in late July, which is relatively late in the year for a finch. While the nest is being constructed, the male will act aggressively toward other males who intrude into his territory, driving them away, and the female reacts in the same way toward other females. Only the size of a guinea pig, he spent the first 44 days of his life in an incubator before zookeeper Thomas Dorflein began raising the cub. Plush toy company Steiff produced several Knut-based plush toys in three sizes and models: sitting, standing, and lying down."
{C5J4-L4HE89RL-7473IBAM},01/04/2010 11:46:10,IJC3881,PC-0365,India.Justina.Crane@dtaa.com,,,ANM8629@boeing.com,View,19998,,"The exact taxonomic placement of the California Condor and the other six species of New World vultures remains unclear. If it survives to adulthood, the condor has few natural threats other than humans. Patterson received a shell hit aft, causing moderate damage and killing 10 crew members. Mikawa also assembled all the available warships in the area to attack the Allied forces at Guadalcanal."
{Y9T1-P3QR17RA-1116OFDF},01/04/2010 12:24:42,DMD0486,PC-3107,Hadassah.Ingrid.Farley@dtaa.com;KAN27@boeing.com,Wyatt.Reed.Morrow@dtaa.com,,Danielle.Martha.Daniels@dtaa.com,Send,2130198,C:\34h25J6\ADN38FA2.doc(855158);C:\DMD0486\NNSX872F.doc(1247231),"Shell splinters penetrated several of the casemates that held the 15 cm secondary guns, two of which were disabled. Konig was then freed from the bottom and taken back to Wilhelmshaven; repair work lasted until 2 January 1915."
{U2T6-H7ZN81YC-1611WJDS},01/04/2010 08:03:05,MDG2418,PC-9470,Tyrone.Tyler.Payne@dtaa.com,Helen.Iris.Alford@dtaa.com,,Matthew.Davis.Grant@dtaa.com,Send,26740,,"The Cat Hill Burn destroyed {convert|30000|acre|km2} of forest on Rustler Peak in 1910. About 56 percent is federally owned by the Bureau of Land Management and the United States Forest Service, another one percent is owned by the City of Medford, and the remaining 44 percent is private. In 1995, the Poverty Flats region was designated an Area of Critical Environmental Concern (ACEC) by the Bureau of Land Management. The French Emperor decided to make a psychological trap in order to lure the Allies out. An Allied council met on 1 December to discuss proposals for the battle."
{R8B2-D5XH78EW-7682KILC},01/04/2010 09:54:09,HLS2098,PC-6960,Harlan.Lionel.Spencer@dtaa.com,,,Astra.Tanya.Reynolds@dtaa.com,View,21399,,"1864 Democratic National Convention: Lincoln, as well as many other leaders and citizens of the northern states, became increasingly impatient with McClellan's slowness to attack the Confederate forces still massed near Washington. The Webley Mk VI (.455) and Mk IV (.38/200) revolvers were still issued to British and Commonwealth Forces after the Second World War; there were now extensive stockpiles of the revolvers in military stores. This lack of ammunition was instrumental in keeping the Enfield and Webley revolvers in use so long: they were not wearing out because they were not being used."
{U6K1-D8XC07MT-4604MRKJ},01/04/2010 10:58:25,KBG1117,PC-6532,Baxter.Nicholas.Fowler@dtaa.com;Vanna.Jaden.Brennan@dtaa.com;Carter.Stewart.Butler@dtaa.com,Stella.MacKensie.Slater@dtaa.com,,Kessie.Brooke.Gross@dtaa.com,View,1418924,C:\KBG1117\6IX9R89M.doc(1391265),"As the only typewriter manufacturer, Remington maintained a monopoly position until the American Writing Machine Company introduced a typewriter to compete with the Remington machines in 1881. Although the machines worked well, the lack of economies of scale prevented the venture from yielding a profit."
{H9C7-P1JH07OI-7700HXEV},01/04/2010 11:05:58,BAC3730,PC-5007,Bernard.Aubrey.Chan@dtaa.com,,,Alea.Xandra.Walls@dtaa.com,View,38633,,"There is anatomical and trackway evidence that this talon was held up off the ground while the dinosaur walked on the third and fourth toes. Since the association between the various recovered bones was weak, making the exact number of individual animals represented impossible to determine properly, the type specimen (YPM 5205) of Deinonychus was restricted to the complete left foot and partial right foot that definitely belonged to the same individual. When conducting studies of such areas as range of motion in the forelimbs, paleontologists like Phil Senter have taken the likely presence of wing feathers (as present in all known dromaeosaurs with skin impressions) into consideration. A singing, burning, joyful colour (...) This king was the first to convert the traditional square armorial banner into a rectangular (2:3) field with the coat of arms on its center."
{Q4S2-T9LX70DF-1721EUOG},01/03/2010 09:34:00,UMB0055,PC-1021,Quinn_Prince@msn.com,Cantrell-Chandler@verizon.net,,Ursa_Bentley@sbcglobal.net,View,46432,,"The final SBD of the 11 lost track of Shokaku and instead dropped its bomb near the Japanese destroyer {Ship|Japanese destroyer|Teruzuki||2}, causing minor damage. The Japanese lost so many aircrew members that undamaged Zuikaku and Hiyo were also forced to return to Japan because of a scarcity of trained aircrew to man their air groups. By mid-October, both sides had roughly an equal number of troops on the island. Another threat to the birds is from humans; many nests are trampled on (even by the occasional bird watcher) during breeding season because the nests are hidden close to the ground and therefore difficult for passers-by to spot. The distribution of the three bi-coloured fairywren species indicates their ancestors lived across New Guinea and northern Australia in a period when sea levels were lower and the two regions were joined by a land bridge."
{S4V1-K3RK47JT-5479EFGC},01/04/2010 13:10:09,SKM3058,PC-4802,Barrett.Allen.Trevino@dtaa.com,,,Shelby.Kerry.Moon@dtaa.com,Send,1806665,C:\86kQ173\FJZG4D5S.doc(3652);C:\12XQN72N.doc(1214745);C:\SKM3058\LDO7DFMR.jpg(556611),"The ethnographical items that were collected by Georg and Reinhold Forster are currently presented as the Cook-Forster-Sammlung (Cook-Forster Collection) in the Sammlung fur Volkerkunde anthropological collection in Gottingen. Forster's main interest, however, was again focused on the social behaviour of people, as 15 years earlier in the Pacific."
{T8O6-G5WA08UI-7413ISIB},01/02/2010 17:59:37,BCM3794,PC-7608,Brianna.Callie.Miranda@dtaa.com,,,Eden.Geraldine.Glass@dtaa.com,View,41793,,"Vinegar can be dilute acetic acid produced by fermentation. The systematic name ethanoic acid, a valid IUPAC name, is constructed according to the substitutive nomenclature. It can cause severe damage to the digestive system, and a potentially lethal change in the acidity of the blood."
{D9Z2-M0BV61GT-1225XPEC},01/04/2010 09:41:08,PLH0411,PC-3189,Simone_T_Sandoval@northropgrumman.com,,,Petra.Lillian.Hopper@dtaa.com,Send,35665,,"Also credited were: Murray Burnett called it ""true yesterday, true today, true tomorrow"". Writer Charles Murray lamented the fact that Lunney was ""barely visible in the movie"", being overshadowed by the focus on Lunney's fellow flight director Gene Kranz. On June 13, 1972, Lunney was given overall responsibility for the test project; henceforth he would be in charge not only of building a partnership with the Soviets, but also of mission planning and of negotiating with North American Rockwell, the spacecraft contractor."
{R7E1-N0MZ12UA-9348LNVU},01/04/2010 10:03:52,AGF0742,PC-5604,Austin.Gregory.Flores@dtaa.com,,,Georgia_Z_Cummings@hp.com,View,16010,,"In 1118, William entered the Augustinian order at Holy Trinity Priory in Aldgate, a house of canons rather than monks. In 1127, the custody of Rochester Castle was granted to William and his successors as archbishop by King Henry, including the right to fortify the place as the archbishops wished, and the right to garrison the castle with their own men. He was educated at Laon, where he studied under Anselm of Laon, the noted scholastic and teacher of theology."
{T7S4-R1EH68UQ-3307DKZD},01/04/2010 07:57:23,ZCR0558,PC-5242,Fuller.Garrison.Cook@dtaa.com;Kato.Eagan.Marquez@dtaa.com,Rama.Veda.Reyes@dtaa.com,Zeus.Curran.Roman@dtaa.com,Zeus.Curran.Roman@dtaa.com,Send,30239,,"There is no clear evidence that the classic Maya were aware of precession. Critics, however, claim that geomagnetic reversals take up to 7,000 years to complete, and do not start on any particular date. Over 15 million people consider Bhagavan to be the incarnation of the god Vishnu and believe that 2012 marks the end of the Kali Yuga, or degenerate age. Jenkins himself notes that even given this determined location for the line of the galactic equator, its most precise convergence with the center of the Sun already occurred in 1998, and so asserts that, rather than 2012, the galactic alignment instead focuses on a multi-year period centred on 1998."
{Q4Z4-E6OE37DN-8571PXOB},01/04/2010 10:25:39,RLH0358,PC-6470,Haley.Emily.Tucker@dtaa.com,Mari.Faith.Lester@dtaa.com,,Rae.Lael.Hunt@dtaa.com,Send,26530,,"On the reverse is a raised circle for engraving the date of the act of gallantry along with the name, rank, and unit of the recipient. The main distinction between the Victoria Cross and the Cross of Valour is the specific reference to ""the enemy"", which the Canadian government has defined as a force hostile towards the Canadian Crown, including armed mutineers, rebels, rioters, and pirates, meaning that the Queen-in-Council does not officially have to declare war to give acknowledgement of the existence of a hostile force that fits the official description. The proposal was met with a mixed response from members of the Royal Canadian Legion and Canadian Forces, detractors feeling that the Unknown Soldier should not be elevated above his other fallen comrades, and it had also been agreed at the time of the Unknown Soldier's repatriation that no award or decoration would be bestowed on the remains. The Victoria Cross is awarded for ""the most conspicuous bravery, a daring or pre-eminent act of valour or self-sacrifice or extreme devotion to duty, in the presence of the enemy"" at any point after 1 January 1993, may be presented posthumously, and, unlike its British counterpart, may be revoked."
{K3N8-Y0JF75SH-8676ASNS},01/04/2010 08:48:39,GGM3737,PC-2531,JDC3@aol.com;Kylee_Mcclain@optonline.net;Morton-Norman@hotmail.com,Branch_Cassidy@hotmail.com,Mills-Garth@gmail.com,Mills-Garth@gmail.com,Send,39191,,"Although the plan was abandoned, the prisoners feared that the SS might want to massacre the prisoners by other means. File:Bundesarchiv Bild 192-016, KZ Mauthausen, Besuch Heinrich Himmler.jpg|Himmler in the quarry, prisoners doing forced labor can be seen at right. He first commissioned the dredging of a canal, and Silver Springs Creek was narrowed between Big Spring and Elixir Spring, which created Big Spring Lake. Relocation of the aging tomb put pressure on it, causing it to crack."
{L6Q1-N8FQ00LW-8098ZAJK},01/04/2010 12:48:34,JAC2001,PC-6621,Cameran.Daria.Wyatt@dtaa.com;Adara.India.Acevedo@dtaa.com;Nomlanga.Hanae.Vargas@dtaa.com,Aubrey.Howard.Curtis@dtaa.com;KEC8@lockheedmartin.com,,Julie.Aline.Chen@dtaa.com,Send,31178,,"Unemployment was at a ten-year peak, rising to 2.14 percent in August (though the unemployment rate was calculated differently compared to the present, and did not include thousands of rural workers on Commonwealth-financed relief work). Since 1918, Labor had called for the abolition of the Australian Constitution, with the vesting of all political power in Parliament, a plan which would turn the states into powerless geographic regions. Field was expelled from the ALP for standing against Colston, and Labor senators boycotted his swearing-in."
{T4Q7-T8BT63NB-6364KLJL},01/04/2010 09:20:00,RTP0754,PC-4965,Serina.Phyllis.Walter@dtaa.com;Derek.Wang.Berry@dtaa.com,,Robert.Timon.Parsons@dtaa.com,Robert.Timon.Parsons@dtaa.com,Send,4089037,C:\H04KZUXG.doc(490736);C:\RTP0754\JHU12VJ5.doc(1835453);C:\RTP0754\8GY1HEPU.pdf(1730726),"Lord Sheffield donated money to the ACC, which was used to purchase a trophy for the champion domestic team. Albert Trott was a controversial omission, in light of performances in the previous Ashes series, but he accompanied the team on their voyage and later settled in England. He was a first-rate bat, a fine field at point, and his leg breaks made him a very effective change bowler."" At the age of 51, Trott died of Hodgkin's lymphoma, at his home in inner-suburban Albert Park on 9 November 1917. On his return to Australia, Trott's batting continued to improve."
{X4B5-E5PA30EE-0062NPSI},01/04/2010 11:50:26,LGR1036,PC-5767,Lars.Gil.Roberts@dtaa.com,,,Alice.Yolanda.Larsen@dtaa.com,View,29412,,"Muntz played the madman in his unorthodox television commercials, but in fact he was a shrewd businessman and a self-taught electrical engineer. Marketed under the name ""Muntz"" by his company Muntz TV, Inc., the simplified units were the first black and white TV receivers to retail in the U.S. for less than $100. It featured its own design, with aluminum body panels and a removable fiberglass top. The Third and Fourth Tests were both won by Australia as they retrieved The Ashes. Their partnership of 221 runs led Wisden to record that, ""as long as cricket is played ... cause the match to be remembered""."
{M6I9-Y3VG93IK-9670PKXD},01/04/2010 10:59:42,CCH1724,PC-2145,Cadman.Colin.Hewitt@dtaa.com,,,Shay.Hiroko.Gross@dtaa.com,View,22837,,"The Pankhurst Museum is based in the early feminist Emmeline Pankhurst's former home and includes a parlour laid out in contemporary style. Alongside exhibitions of war machinery are displays describing how people's lives are affected by war. Wigan Pier, best known from George Orwell's book The Road to Wigan Pier, was the name of a wharf on the Leeds and Liverpool Canal in Wigan. The Museum of Science and Industry in Manchester, amongst other displays, charts the rise of science and industry and especially the part Manchester played in its development; the Museums, Libraries and Archives Council described the displays as ""pre-eminent collections of national and international importance"". Some of Greater Manchester's museums showcase the county's industrial and social heritage."
{L5E1-P9DG43WF-7058EHYI},01/02/2010 11:16:31,NSR2539,PC-3893,Natalie.Shaeleigh.Ratliff@dtaa.com,,,Jade_A_Buck@raytheon.com,View,34969,,"These five municipalities make up the city of Caracas. It is located in the southeastern area of Caracas, and in the northwestern part of the State of Miranda. Birdwatching in the area is promoted by the authorities of Miranda, who have also supported conservation of these species. [[File:Popgrowthelhatillo.png|thumb|200px|right|Projected population growth chart based on 2001 data.]] In the 16th century, the indigenous Mariches were killed by the explorers; when the development of El Hatillo began, Spaniards from the Canary Islands settled in the area. Employment possibilities within El Hatillo-a bedroom community of Caracas-are reduced; businesses in the municipality are almost strictly commercial, and the economy has not expanded in other directions."
{J3T6-C8HZ60XN-1494LIKW},01/04/2010 11:43:04,WBC1203,PC-4244,Aileen_A_Price@gmail.com;Cheryl_Aguirre@bellsouth.net,Ariel.Z.Barlow@verizon.net,WBC4298@optonline.net,WBC4298@optonline.net,Send,19126,,"Because of his interest in the H-bomb, and his frustration at having been passed over for director of the theoretical division (the job was instead given to Hans Bethe), Teller refused to engage in the calculations for the implosion mechanism of the fission bomb. Bethe considered Teller's contribution to the invention of the H-bomb a true innovation as early as 1952, and referred to his work as a ""stroke of genius"" in 1954. On the advice of the well-known Caltech aerodynamicist and fellow Hungarian emigre Theodore von Karman, Teller collaborated with his friend Hans Bethe in developing a theory of shock-wave propagation."
{H2F7-W5UO16CE-6613JEOX},01/04/2010 10:56:55,TTB0471,PC-0816,Tobias.Thomas.Bryant@dtaa.com,,,Erica.Bush@lockheedmartin.com,View,30714,,"In Chinese and Japanese people with hyperthyroidism, 1.8-1.9% experience TPP. This is in contrast to North America, where studies report a rate of 0.1-0.2%. In 1926 the Japanese physician Tetsushiro Shinosaki, from Fukuoka, observed the high rate of thyroid disease in Japanese people with periodic paralysis. The venue for Il ritorno's premiere was at one time thought to be the Teatro Cassiano, but scholarly consensus considers it most likely that both the 1639-40 and 1640-41 performances were at the Teatro SS Giovanni e Paolo. Rosand believes that rather than casting doubts on Monteverdi's authorship, the significant differences between the score and the libretto might lend support to it, since Monteverdi was well known for his adaptations of the texts presented to him."
{C4Y5-I5PC34CY-2242YOJP},01/04/2010 11:17:13,AJP1199,PC-4985,Raymond.Tad.Aguirre@dtaa.com;Kieran.Arthur.Berger@dtaa.com,Sage.Justine.Garrett@dtaa.com,,Amos.Joel.Preston@dtaa.com,Send,27073,,"999 have never even heard a whisper of these practices"". Am I not doing after your very Desire, and is it not the more commendable, seeing that I do it without the Tools for the Trade, and yet nothing complain?"" As a girl she hates dresses, wants to cut her hair short, and longs to be a boy. In the 1960s it was still selling 100,000 copies a year in the United States alone. The Well of Loneliness is a 1928 lesbian novel by the British author Radclyffe Hall."
{A8Z4-H3EU59YI-1641TQZJ},01/04/2010 13:11:01,CHB0996,PC-4228,Chandler.Quamar.Cantrell@dtaa.com;Barrett.Keane.Mack@dtaa.com;Karyn_Terrell@lockheedmartin.com,Quail.Wilma.Long@dtaa.com,,Colorado.Hamish.Benjamin@dtaa.com,Send,18674,,"He was never considered to ""comment"" on his subjects, but rather capture them - this is often cited as why his work is often overlooked; he stuck to no political agenda and offered no deeper thought to his photographs other than the simplicity of life. This venture was brief given the political turmoil that accompanied the revolution and coming of communism. After his return to Paris, Elizabeth followed him in 1931, despite opposition by her family."
{G5L8-B7AH21CL-6182JIAJ},01/04/2010 09:42:39,NHH1704,PC-9182,Whitney.Samantha.Ellison@dtaa.com;Deborah.Harriet.Grimes@dtaa.com;Meghan.Nomlanga.Sosa@dtaa.com,Branden.Gavin.Witt@dtaa.com;Grant.Odysseus.Barrera@dtaa.com,,Neil.Hamish.Hicks@dtaa.com,Send,1234798,C:\NHH1704\7OJ2Z78I.doc(1181858),"Gil Norton, the album's producer, was inspired to add a string section to the song after seeing Deal plucking the strings of a grand piano during recording. The song's numerology is alluded to on the single's cover, which features figures of five, six and seven, and also a monkey with a halo. Things get flushed and repurified or decomposed and it's this big, dark, mysterious place"", Black later said, ""It's also a very mythological place where there are octopus's gardens, the Bermuda Triangle, Atlantis, and mermaids."" The song would later be re-recorded by Black Francis and released on his 2004 album Frank Black Francis."
{H3F3-T6TN26OX-6828SYLR},01/04/2010 10:52:48,HJV1586,PC-2359,Hedda.Jorden.Valentine@dtaa.com,,,Chloe.Hannah.Vinson@dtaa.com,View,17870,,"Heliade's name is closely connected with the establishment of Romanian-language theater, mirroring the activities of Asachi in Moldavia. This assessment was shared by Ovid Densusianu, who wrote: ""Thinking of how people wrote back then, in thick, drawly, sleepy phrases, Heliade thus shows himself superior to all his contemporaries, and . we can consider him the first prose writer who brings in the note of modernity"". Heliade Radulescu's grandiose funeral ceremony attracted a large number of his admirers; the coffin was buried in the courtyard of the Mavrogheni Church. Like everything else, times have changed and he is almost forgotten."" Trott appeared in Victoria's inaugural Sheffield Shield match, against New South Wales in December 1892."
{W6J2-K7IB62QJ-5346NGLC},01/02/2010 13:01:46,BNF1110,PC-0619,Baxter.Nicholas.Fowler@dtaa.com,,,Jonathan.Jordan.Huber@dtaa.com,View,46800,,"The vast majority of FBO/Robertson-Cole pictures, produced during either the silent era or the transitional period of the conversion to sound cinema, are considered to be lost films, with no copies now known to exist. Partly in consequence, many of FBO's star actors are barely remembered today. Between 1924 and 1926, FBO released the work of John Randolph Bray's cartoon studio, including the ""Dinky Doodle"" series created by Walter Lantz. Now a fully independent businessman, Joseph Kennedy joined the FBO board of directors in 1923, as well. Pauline Frederick was the major headliner of the early R-C days, and Evelyn Brent was FBO's most prized non-Western star."
{Y0N4-B0AD54AD-2616WEZU},01/04/2010 10:02:12,GAH1760,PC-0691,Martin.Hector.Reed@dtaa.com;Francis.Hamilton.Marshall@dtaa.com,Dacey.Maisie.Juarez@dtaa.com,Gabriel.Allistair.Hines@dtaa.com,Gabriel.Allistair.Hines@dtaa.com,Send,26604,,"The KMT often disarmed local Vietminh bands. Aware of the events in the upper delta region, Pho Duc Chinh fled and abandoned a planned attack on the Son Tay garrison, but he was captured a few days later by French authorities. Financial problems compounded the VNQDD's difficulties. The remnants of the VNQDD fled to the anti-communist south, where they remained until the Fall of Saigon in 1975 and the reunification of Vietnam under communist rule."
{D8J3-U1ON32RX-5913NJXS},01/04/2010 12:03:57,SMG1268,PC-0198,Sopoline.Mollie.Greer@dtaa.com,,,Bree.Macey.Vincent@dtaa.com,View,21392,,"The 1857 mutiny of sepoys, Indian troops under British officers and discipline, grew into a wider conflict which ended with the dissolution of the company and the assumption of direct control by the British government. British withdrawal from the southern and eastern parts of Africa was complicated by the region's white settler populations, particularly in Rhodesia, where racial tensions had led Ian Smith, the Prime Minister, to a Unilateral Declaration of Independence from the British Empire in 1965. Sudan was granted independence on 1 January 1956. Home rule was supported by the British Prime Minister, William Gladstone, who hoped that Ireland might follow in Canada's footsteps as a Dominion within the empire, but his 1886 Home Rule bill was defeated in Parliament. Gilbert did not survive the return journey to England, and was succeeded by his half-brother, Walter Raleigh, who was granted his own patent by Elizabeth in 1584."
{L2V9-W8SD69WN-8311QAOX},01/04/2010 09:54:51,FBM3728,PC-6819,Norman.Coby.Morton@dtaa.com,,,Fletcher.Baker.Macdonald@dtaa.com,Send,20410,,"This choreography was very challenging, noted Gillian Murphy, the lead role in the current production of ABT (as of 2005){update after|2011|11|14}, especially for her. When Sylvia premiered on Wednesday, June 14, 1876 at the Palais Garnier, it went largely unnoticed. Aminta and Sylvia come together under the deities' good will. Now Sylvia, the object of Aminta's desire, arrives on the scene with her posse of hunters to mock the god of love."
{R6K3-A7DL87PX-3729OVNJ},01/04/2010 10:04:28,SLL0504,PC-2773,Kirk.Lucian.Zimmerman@dtaa.com,,,Shelley.Lilah.Lester@dtaa.com,Send,19128,,"Although legislation prohibited jailors from having a pecuniary interest in the sale of alcohol within their prisons, it was another rule that was completely ignored. In the Bishop of Ely's prison, prisoners unable to pay for ""easement of irons"" were chained to the floor on their backs, with a spiked collar around the neck and heavy iron bars over the legs, until they somehow found the money."
