employee_name,user_id,email,role,projects,business_unit,functional_unit,department,team,supervisor,start_date,end_date
Luke Casey Hudson,LCH1789,Luke.Casey.Hudson@dtaa.com,Mathematician,,1,2 - ResearchAndEngineering_Commercial,2 - Research,3 - Lab,Abel Cruz Wiley,2009-12-01 00:00:00,2011-06-01
Hamilton Bevis Church,HBC3497,Hamilton.Bevis.Church@dtaa.com,SecurityGuard,,1,1 - Adminstration,5 - Security,11 - BuildingSecurity,Idona Kathleen Herring,2009-12-01 00:00:00,2011-06-01
Malachi Dustin Ochoa,MDO0606,Malachi.Dustin.Ochoa@dtaa.com,SoftwareQualityEngineer,Project 15,1,3 - ResearchAndEngineering_Government_Domestic,3 - SoftwareManagement,1 - SQA,Ann Tamekah Daniels,2009-12-01 00:00:00,2011-06-01
Ronan Ferdinand Simmons,RFS1633,Ronan.Ferdinand.Simmons@dtaa.com,Technician,,1,8 - SalesAndMarketing_Commercial,3 - FieldService,2 - RegionalFieldService,Byron Elmo Buchanan,2009-12-01 00:00:00,2011-06-01
Lucius Lucas Huber,LLH3157,Lucius.Lucas.Huber@dtaa.com,ElectricalEngineer,Project 50,1,3 - ResearchAndEngineering_Government_Domestic,4 - Engineering,23 - ElectricalEngineering,Kai Melissa Bradford,2009-12-01 00:00:00,2011-06-01
Benjamin Camden Hernandez,BCH1656,Benjamin.Camden.Hernandez@dtaa.com,Salesman,,1,9 - SalesAndMarketing_Government,2 - Sales,2 - RegionalSales,Cheryl Brianna Aguirre,2009-12-01 00:00:00,2011-06-01
Silas Griffith Rodriguez,SGR0658,Silas.Griffith.Rodriguez@dtaa.com,TechnicalWriter,Project 1,1,3 - ResearchAndEngineering_Government_Domestic,4 - Engineering,1 - Publications,Carly Kaden Berry,2009-12-01 00:00:00,2011-06-01
Alfonso Griffith Forbes,AGF1810,Alfonso.Griffith.Forbes@dtaa.com,ComputerProgrammer,,1,2 - ResearchAndEngineering_Commercial,3 - SoftwareManagement,9 - WebSoftware,Blair Hope Estes,2009-12-01 00:00:00,2011-03-01
Sopoline Sydney Oliver,SSO2406,Sopoline.Sydney.Oliver@dtaa.com,NursePractitioner,,1,1 - Adminstration,4 - Safety,4 - Medical,Zelda Jescie Atkinson,2009-12-01 00:00:00,2011-06-01
Demetria Sage Melendez,DSM2400,Demetria.Sage.Melendez@dtaa.com,Supervisor,,1,6 - Manufacturing_Government,3 - Assembly,8 - AssemblyDept,Stuart Zeph Barker,2009-12-01 00:00:00,2011-06-01
Kelly Nichole Madden,KNM1154,Kelly.Nichole.Madden@dtaa.com,MaterialsEngineer,,1,2 - ResearchAndEngineering_Commercial,4 - Engineering,9 - MaterialsEngineering,Colorado Hamish Benjamin,2009-12-01 00:00:00,2011-06-01
Zenia Adrienne Rivers,ZAR2140,Zenia.Adrienne.Rivers@dtaa.com,MechanicalEngineer,,1,4 - ResearchAndEngineering_Government_Foreign,4 - Engineering,16 - TestAndEvalualtion,Ifeoma Mechelle Nash,2009-12-01 00:00:00,2011-06-01
Stephen Nash Carey,SNC1837,Stephen.Nash.Carey@dtaa.com,MechanicalEngineer,,1,2 - ResearchAndEngineering_Commercial,4 - Engineering,12 - MechanicalEngineering,Audra Serina Hunt,2009-12-01 00:00:00,2011-06-01
Camille Sacha Peters,CSP0483,Camille.Sacha.Peters@dtaa.com,SoftwareQualityEngineer,Project 27,1,2 - ResearchAndEngineering_Commercial,3 - SoftwareManagement,1 - SQA,Whoopi Aspen Mccarty,2009-12-01 00:00:00,2011-06-01
Cullen Ferris Puckett,CFP3418,Cullen.Ferris.Puckett@dtaa.com,Salesman,,1,9 - SalesAndMarketing_Government,2 - Sales,5 - RegionalSales,Charles Ulric Lynn,2009-12-01 00:00:00,2011-06-01
Diana Colette Clayton,DCC2999,Diana.Colette.Clayton@dtaa.com,ChiefEngineer,,1,2 - ResearchAndEngineering_Commercial,4 - Engineering,23 - ElectricalEngineering,Ursa Melinda Bentley,2009-12-01 00:00:00,2011-06-01
Halla Sybil Howe,HSH0292,Halla.Sybil.Howe@dtaa.com,MechanicalEngineer,,1,5 - Manufacturing_Commercial,2 - ManufacturingEngineering,,Palmer Marvin Gibbs,2009-12-01 00:00:00,2011-06-01
Stone Wing Klein,SWK1436,Stone.Wing.Klein@dtaa.com,MaterialsEngineer,,1,4 - ResearchAndEngineering_Government_Foreign,4 - Engineering,9 - MaterialsEngineering,Sloane Jael Small,2009-12-01 00:00:00,2011-06-01
Guinevere Sonia Bowen,GSB0666,Guinevere.Sonia.Bowen@dtaa.com,MechanicalEngineer,,1,3 - ResearchAndEngineering_Government_Domestic,4 - Engineering,2 - MechanicalEngineering,Grace Jasmine Gamble,2009-12-01 00:00:00,2011-06-01
Ginger Latifah Salazar,GLS1193,Ginger.Latifah.Salazar@dtaa.com,MechanicalEngineer,,1,2 - ResearchAndEngineering_Commercial,4 - Engineering,11 - TestAndEvalualtion,Dexter Ethan Farley,2009-12-01 00:00:00,2011-06-01
Hillary Sasha Huffman,HSH3606,Hillary.Sasha.Huffman@dtaa.com,ElectricalEngineer,Project 45,1,4 - ResearchAndEngineering_Government_Foreign,4 - Engineering,25 - SystemsEngineering,Todd Salvador Fisher,2009-12-01 00:00:00,2011-06-01
Lewis Roth Preston,LRP2591,Lewis.Roth.Preston@dtaa.com,MechanicalEngineer,,1,3 - ResearchAndEngineering_Government_Domestic,4 - Engineering,17 - MechanicalEngineering,Ashton Jerome Meyers,2009-12-01 00:00:00,2011-06-01
Madeline Astra Herring,MAH2095,Madeline.Astra.Herring@dtaa.com,ElectricalEngineer,,1,4 - ResearchAndEngineering_Government_Foreign,4 - Engineering,13 - ElectricalEngineering,Barrett Ulysses Shepherd,2009-12-01 00:00:00,2011-06-01
Kiayada Amaya Powell,KAP0844,Kiayada.Amaya.Powell@dtaa.com,StockroomClerk,,1,5 - Manufacturing_Commercial,3 - Assembly,1 - Stockroom,Hammett Zeus Hodge,2009-12-01 00:00:00,2011-06-01
Rafael Jeremy Sellers,RJS3479,Rafael.Jeremy.Sellers@dtaa.com,Supervisor,,1,5 - Manufacturing_Commercial,3 - Assembly,11 - Stockroom,Maxwell Deacon Santana,2009-12-01 00:00:00,2011-06-01
Abdul Carlos Benson,ACB0701,Abdul.Carlos.Benson@dtaa.com,Technician,,1,3 - ResearchAndEngineering_Government_Domestic,4 - Engineering,6 - TestAndEvalualtion,Dana Christen Wilkins,2009-12-01 00:00:00,2011-06-01
Jaden Amethyst Browning,JAB3656,Jaden.Amethyst.Browning@dtaa.com,ProductionLineWorker,,1,5 - Manufacturing_Commercial,3 - Assembly,12 - AssemblyDept,Brynne Camille Whitfield,2009-12-01 00:00:00,2011-06-01
Nehru Edward Bradley,NEB3445,Nehru.Edward.Bradley@dtaa.com,Technician,,1,9 - SalesAndMarketing_Government,3 - FieldService,5 - RegionalFieldService,Hedy Kristen Mcfadden,2009-12-01 00:00:00,2011-02-01
Larissa Chanda Mooney,LCM1480,Larissa.Chanda.Mooney@dtaa.com,Technician,,1,4 - ResearchAndEngineering_Government_Foreign,4 - Engineering,11 - TestAndEvalualtion,Naida Shellie Barlow,2009-12-01 00:00:00,2011-06-01
Basia Gloria Maynard,BGM1226,Basia.Gloria.Maynard@dtaa.com,SoftwareDeveloper,Project 52,1,3 - ResearchAndEngineering_Government_Domestic,3 - SoftwareManagement,5 - DesktopSoftware,Kermit Ishmael Calderon,2009-12-01 00:00:00,2011-06-01
Fay Marny Sharp,FMS3285,Fay.Marny.Sharp@dtaa.com,ProductionLineWorker,,1,5 - Manufacturing_Commercial,3 - Assembly,10 - AssemblyDept,Austin Joel Coleman,2009-12-01 00:00:00,2011-06-01
Amanda Nichole Horn,ANH2482,Amanda.Nichole.Horn@dtaa.com,MechanicalEngineer,,1,2 - ResearchAndEngineering_Commercial,4 - Engineering,17 - MechanicalEngineering,Imogene Charde Hicks,2009-12-01 00:00:00,2011-06-01
Claire Justina Hickman,CJH2921,Claire.Justina.Hickman@dtaa.com,Technician,,1,8 - SalesAndMarketing_Commercial,3 - FieldService,4 - RegionalFieldService,Nolan Jerome Wagner,2009-12-01 00:00:00,2011-06-01
Kelly Barry Guy,KBG2061,Kelly.Barry.Guy@dtaa.com,WebDeveloper,,1,4 - ResearchAndEngineering_Government_Foreign,3 - SoftwareManagement,9 - WebSoftware,Amery Rahim Chaney,2009-12-01 00:00:00,2011-06-01
Carter Brennan Morrison,CBM0410,Carter.Brennan.Morrison@dtaa.com,Salesman,,1,9 - SalesAndMarketing_Government,2 - Sales,1 - RegionalSales,Whoopi Laurel Guy,2009-12-01 00:00:00,2011-06-01
Rowan Jorden Snow,RJS3256,Rowan.Jorden.Snow@dtaa.com,StockroomClerk,,1,5 - Manufacturing_Commercial,3 - Assembly,9 - Stockroom,Quincy Guy Shannon,2009-12-01 00:00:00,2010-07-01
Harlan Malcolm Yates,HMY0235,Harlan.Malcolm.Yates@dtaa.com,ComputerProgrammer,Project 10,1,4 - ResearchAndEngineering_Government_Foreign,3 - SoftwareManagement,2 - DesktopSoftware,Andrew Tobias Hoover,2009-12-01 00:00:00,2011-06-01
Nolan Jerome Wagner,NJW2402,Nolan.Jerome.Wagner@dtaa.com,FieldServiceEngineer,,1,8 - SalesAndMarketing_Commercial,3 - FieldService,4 - RegionalFieldService,Shaine Dorothy Woodard,2009-12-01 00:00:00,2011-06-01
Kessie Brooke Gross,KBG1117,Kessie.Brooke.Gross@dtaa.com,WebDeveloper,Project 42,1,2 - ResearchAndEngineering_Commercial,3 - SoftwareManagement,7 - WebSoftware,Amanda Sydney Decker,2009-12-01 00:00:00,2011-06-01
Thomas Colby Bates,TCB0550,Thomas.Colby.Bates@dtaa.com,ElectricalEngineer,,1,2 - ResearchAndEngineering_Commercial,4 - Engineering,3 - ElectricalEngineering,Fredericka Kessie Stein,2009-12-01 00:00:00,2011-06-01
Dylan Nathaniel Savage,DNS1768,Dylan.Nathaniel.Savage@dtaa.com,ITAdmin,,1,1 - Adminstration,5 - Security,6 - ElectronicSecurity,Hedda Indira Savage,2009-12-01 00:00:00,2011-06-01
Tyler Peter Grimes,TPG2392,Tyler.Peter.Grimes@dtaa.com,ChiefEngineer,,1,4 - ResearchAndEngineering_Government_Foreign,4 - Engineering,17 - MechanicalEngineering,Jason Amery Franco,2009-12-01 00:00:00,2011-06-01
Hall Leonard Zimmerman,HLZ2414,Hall.Leonard.Zimmerman@dtaa.com,SecurityGuard,,1,1 - Adminstration,5 - Security,7 - BuildingSecurity,Armand Myles Jimenez,2009-12-01 00:00:00,2010-02-01
Mariko Rose Sanford,MRS1520,Mariko.Rose.Sanford@dtaa.com,ProductionLineWorker,,1,5 - Manufacturing_Commercial,3 - Assembly,4 - AssemblyDept,Mark William Horne,2009-12-01 00:00:00,2011-06-01
Myles Arsenio Kelley,MAK1309,Myles.Arsenio.Kelley@dtaa.com,HardwareEngineer,,1,3 - ResearchAndEngineering_Government_Domestic,4 - Engineering,10 - SystemsEngineering,Zachery Hayes Fuller,2009-12-01 00:00:00,2011-06-01
Rogan Jasper Ortega,RJO1791,Rogan.Jasper.Ortega@dtaa.com,Physicist,,1,2 - ResearchAndEngineering_Commercial,2 - Research,3 - Lab,Abel Cruz Wiley,2009-12-01 00:00:00,2011-06-01
Kane Tyrone Ryan,KTR3308,Kane.Tyrone.Ryan@dtaa.com,StockroomClerk,,1,6 - Manufacturing_Government,3 - Assembly,9 - Stockroom,September Hanae Ward,2009-12-01 00:00:00,2011-06-01
Jeanette Macey Simpson,JMS0149,Jeanette.Macey.Simpson@dtaa.com,Manager,Project 61,1,3 - ResearchAndEngineering_Government_Domestic,3 - SoftwareManagement,3 - EmbeddedSoftware,Kaden Ezekiel Osborne,2009-12-01 00:00:00,2011-06-01
Chandler Martin Page,CMP2946,Chandler.Martin.Page@dtaa.com,Salesman,,1,9 - SalesAndMarketing_Government,2 - Sales,4 - RegionalSales,Tanisha Chiquita Mullins,2009-12-01 00:00:00,2011-04-01
Brandon Damian Pittman,BDP3912,Brandon.Damian.Pittman@dtaa.com,StockroomClerk,,1,5 - Manufacturing_Commercial,3 - Assembly,13 - Stockroom,Winter Adele Hahn,2009-12-01 00:00:00,2011-06-01
Chaney Jarrod Sanders,CJS1932,Chaney.Jarrod.Sanders@dtaa.com,SoftwareEngineer,Project 17,1,3 - ResearchAndEngineering_Government_Domestic,3 - SoftwareManagement,8 - DesktopSoftware,Dora Tallulah Tran,2009-12-01 00:00:00,2011-06-01
Whoopi Daryl Stevens,WDS2197,Whoopi.Daryl.Stevens@dtaa.com,ProductionLineWorker,,1,5 - Manufacturing_Commercial,3 - Assembly,6 - AssemblyDept,Zelda Idona Ross,2009-12-01 00:00:00,2011-06-01
Keith Russell Hunter,KRH1028,Keith.Russell.Hunter@dtaa.com,NursePractitioner,,1,1 - Adminstration,4 - Safety,2 - Medical,Travis Hasad Berg,2009-12-01 00:00:00,2011-06-01
Thomas Noah Diaz,TND0324,Thomas.Noah.Diaz@dtaa.com,IndustrialEngineer,Project 36,1,6 - Manufacturing_Government,1 - IndustrialEngineering,,Tallulah Natalie Ramirez,2009-12-01 00:00:00,2011-06-01
Nicolas Luke Sellers,NLS1866,Nicolas.Luke.Sellers@dtaa.com,SystemsEngineer,,1,2 - ResearchAndEngineering_Commercial,4 - Engineering,15 - SystemsEngineering,Salvador Hu Patel,2009-12-01 00:00:00,2011-06-01
Robert Stephen Schwartz,RSS0875,Robert.Stephen.Schwartz@dtaa.com,StockroomClerk,,1,6 - Manufacturing_Government,3 - Assembly,1 - Stockroom,Bianca Rebecca Schultz,2009-12-01 00:00:00,2011-06-01
Richard Matthew Odonnell,RMO2439,Richard.Matthew.Odonnell@dtaa.com,ITAdmin,,1,1 - Adminstration,5 - Security,8 - ElectronicSecurity,Madison Charissa Malone,2009-12-01 00:00:00,2011-06-01
Ori Joelle Guerrero,OJG3395,Ori.Joelle.Guerrero@dtaa.com,Technician,Project 2,1,8 - SalesAndMarketing_Commercial,3 - FieldService,5 - RegionalFieldService,John Rahim Reynolds,2009-12-01 00:00:00,2010-07-01
Kaitlin Deborah Wood,KDW2929,Kaitlin.Deborah.Wood@dtaa.com,Technician,,1,8 - SalesAndMarketing_Commercial,3 - FieldService,4 - RegionalFieldService,Nolan Jerome Wagner,2009-12-01 00:00:00,2011-06-01
Damian Jack Alston,DJA0740,Damian.Jack.Alston@dtaa.com,ComputerProgrammer,Project 15,1,4 - ResearchAndEngineering_Government_Foreign,3 - SoftwareManagement,2 - DesktopSoftware,Andrew Tobias Hoover,2009-12-01 00:00:00,2011-06-01
Kim Mollie Warren,KMW1008,Kim.Mollie.Warren@dtaa.com,LabManager,,1,4 - ResearchAndEngineering_Government_Foreign,2 - Research,2 - Lab,Gisela Ivana Bolton,2009-12-01 00:00:00,2011-06-01
Austin Trevor Mendez,ATM1615,Austin.Trevor.Mendez@dtaa.com,Technician,,1,8 - SalesAndMarketing_Commercial,3 - FieldService,2 - RegionalFieldService,Byron Elmo Buchanan,2009-12-01 00:00:00,2011-06-01
Yolanda Jescie Pruitt,YJP2791,Yolanda.Jescie.Pruitt@dtaa.com,StockroomClerk,,1,5 - Manufacturing_Commercial,3 - Assembly,7 - Stockroom,Stephen Tanek Kirkland,2009-12-01 00:00:00,2011-06-01
Nevada Maryam Reeves,NMR2725,Nevada.Maryam.Reeves@dtaa.com,MaterialsEngineer,,1,4 - ResearchAndEngineering_Government_Foreign,4 - Engineering,19 - MaterialsEngineering,Shaeleigh Darryl Hill,2009-12-01 00:00:00,2011-06-01
Amir Allistair Pollard,AAP1942,Amir.Allistair.Pollard@dtaa.com,WebDeveloper,,1,3 - ResearchAndEngineering_Government_Domestic,3 - SoftwareManagement,9 - WebSoftware,Patience Raya Holt,2009-12-01 00:00:00,2011-06-01
Palmer Carson Myers,PCM0609,Palmer.Carson.Myers@dtaa.com,SoftwareQualityEngineer,Project 10,1,3 - ResearchAndEngineering_Government_Domestic,3 - SoftwareManagement,1 - SQA,Ann Tamekah Daniels,2009-12-01 00:00:00,2011-06-01
Savannah Leslie Clarke,SLC1588,Savannah.Leslie.Clarke@dtaa.com,Salesman,,1,8 - SalesAndMarketing_Commercial,2 - Sales,2 - RegionalSales,Troy Hayes Massey,2009-12-01 00:00:00,2011-06-01
Eric Price Ingram,EPI3052,Eric.Price.Ingram@dtaa.com,ITAdmin,,1,1 - Adminstration,5 - Security,10 - ElectronicSecurity,Lois Rhonda Snow,2009-12-01 00:00:00,2011-06-01
Tobias James Meadows,TJM0328,Tobias.James.Meadows@dtaa.com,MechanicalEngineer,,1,6 - Manufacturing_Government,2 - ManufacturingEngineering,,Jane Sarah Barron,2009-12-01 00:00:00,2011-06-01
Jonathan Nolan Christian,JNC2650,Jonathan.Nolan.Christian@dtaa.com,MechanicalEngineer,,1,3 - ResearchAndEngineering_Government_Domestic,4 - Engineering,21 - TestAndEvalualtion,Dillon Josiah Roy,2009-12-01 00:00:00,2011-06-01
Joshua Malik Grant,JMG3365,Joshua.Malik.Grant@dtaa.com,Salesman,,1,8 - SalesAndMarketing_Commercial,2 - Sales,5 - RegionalSales,Otto Alexander Wilkins,2009-12-01 00:00:00,2011-06-01
Cyrus Brady Gaines,CBG1074,Cyrus.Brady.Gaines@dtaa.com,Scientist,,1,2 - ResearchAndEngineering_Commercial,2 - Research,2 - Lab,Victoria Winter Barker,2009-12-01 00:00:00,2011-06-01
Meredith Anne Solomon,MAS3218,Meredith.Anne.Solomon@dtaa.com,ElectricalEngineer,,1,4 - ResearchAndEngineering_Government_Foreign,4 - Engineering,23 - ElectricalEngineering,Driscoll Darius Lawrence,2009-12-01 00:00:00,2011-02-01
Minerva Ima Ayala,MIA0939,Minerva.Ima.Ayala@dtaa.com,Technician,,1,8 - SalesAndMarketing_Commercial,3 - FieldService,1 - RegionalFieldService,Jessamine Madeson Eaton,2009-12-01 00:00:00,2011-06-01
Denton William Keith,DWK2099,Denton.William.Keith@dtaa.com,ElectricalEngineer,,1,4 - ResearchAndEngineering_Government_Foreign,4 - Engineering,13 - ElectricalEngineering,Barrett Ulysses Shepherd,2009-12-01 00:00:00,2011-06-01
Shaine Dorothy Woodard,SDW0370,Shaine.Dorothy.Woodard@dtaa.com,Director,,1,8 - SalesAndMarketing_Commercial,3 - FieldService,,Caesar Moses Shelton,2009-12-01 00:00:00,2011-06-01
Maisie Zelda Garcia,MZG2261,Maisie.Zelda.Garcia@dtaa.com,Salesman,,1,8 - SalesAndMarketing_Commercial,2 - Sales,3 - RegionalSales,Gillian Nelle Holland,2009-12-01 00:00:00,2011-06-01
Hayfa Yoko Phillips,HYP1591,Hayfa.Yoko.Phillips@dtaa.com,Salesman,,1,8 - SalesAndMarketing_Commercial,2 - Sales,2 - RegionalSales,Troy Hayes Massey,2009-12-01 00:00:00,2011-06-01
Candace Odessa Wall,COW3840,Candace.Odessa.Wall@dtaa.com,Manager,Project 71,1,8 - SalesAndMarketing_Commercial,2 - Sales,7 - RegionalSales,Nathaniel Paul Klein,2009-12-01 00:00:00,2011-06-01
Noble Bradley Riley,NBR1873,Noble.Bradley.Riley@dtaa.com,ComputerScientist,Project 58,1,2 - ResearchAndEngineering_Commercial,4 - Engineering,15 - SystemsEngineering,Salvador Hu Patel,2009-12-01 00:00:00,2011-06-01
Amethyst Jemima Christensen,AJC0722,Amethyst.Jemima.Christensen@dtaa.com,Physicist,,1,4 - ResearchAndEngineering_Government_Foreign,2 - Research,1 - Lab,Jonathan Laith Casey,2009-12-01 00:00:00,2011-06-01
Elizabeth Karen Berger,EKB3828,Elizabeth.Karen.Berger@dtaa.com,Technician,,1,9 - SalesAndMarketing_Government,3 - FieldService,6 - RegionalFieldService,Uriah Sean Collins,2009-12-01 00:00:00,2011-06-01
Rogan Emerson Boyle,REB0123,Rogan.Emerson.Boyle@dtaa.com,AdministrativeAssistant,,1,2 - ResearchAndEngineering_Commercial,4 - Engineering,6 - TestAndEvalualtion,Donna Renee Dejesus,2009-12-01 00:00:00,2011-06-01
Ishmael Amir Bush,IAB3386,Ishmael.Amir.Bush@dtaa.com,Technician,Project 2,1,8 - SalesAndMarketing_Commercial,3 - FieldService,5 - RegionalFieldService,John Rahim Reynolds,2009-12-01 00:00:00,2011-06-01
Yoshio Curran Leon,YCL2166,Yoshio.Curran.Leon@dtaa.com,StockroomClerk,,1,5 - Manufacturing_Commercial,3 - Assembly,5 - Stockroom,Sade Kendall Guthrie,2009-12-01 00:00:00,2011-06-01
Patricia Kerry Harvey,PKH0730,Patricia.Kerry.Harvey@dtaa.com,SoftwareQualityEngineer,Project 7,1,4 - ResearchAndEngineering_Government_Foreign,3 - SoftwareManagement,1 - SQA,Rose Angela Salas,2009-12-01 00:00:00,2010-12-01
Rebekah Ella Frank,REF3266,Rebekah.Ella.Frank@dtaa.com,StockroomClerk,,1,5 - Manufacturing_Commercial,3 - Assembly,9 - Stockroom,Quincy Guy Shannon,2009-12-01 00:00:00,2011-06-01
Zeus Martin Brown,ZMB3686,Zeus.Martin.Brown@dtaa.com,ProductionLineWorker,,1,6 - Manufacturing_Government,3 - Assembly,12 - AssemblyDept,Melissa Laura Cardenas,2009-12-01 00:00:00,2011-06-01
Kendall Kiayada Brown,KKB2094,Kendall.Kiayada.Brown@dtaa.com,ElectricalEngineer,,1,4 - ResearchAndEngineering_Government_Foreign,4 - Engineering,13 - ElectricalEngineering,Barrett Ulysses Shepherd,2009-12-01 00:00:00,2011-06-01
Joshua Jermaine Barnett,JJB2367,Joshua.Jermaine.Barnett@dtaa.com,Technician,,1,9 - SalesAndMarketing_Government,3 - FieldService,3 - RegionalFieldService,Rhea Lydia Stein,2009-12-01 00:00:00,2011-06-01
Phyllis Dahlia Good,PDG2607,Phyllis.Dahlia.Good@dtaa.com,ElectricalEngineer,,1,3 - ResearchAndEngineering_Government_Domestic,4 - Engineering,18 - ElectricalEngineering,Malcolm Amal Rollins,2009-12-01 00:00:00,2011-06-01
Robert Peter Hull,RPH2326,Robert.Peter.Hull@dtaa.com,Salesman,,1,9 - SalesAndMarketing_Government,2 - Sales,3 - RegionalSales,Adele Deirdre Guthrie,2009-12-01 00:00:00,2011-06-01
Naida Brielle Hubbard,NBH3076,Naida.Brielle.Hubbard@dtaa.com,MechanicalEngineer,,1,2 - ResearchAndEngineering_Commercial,4 - Engineering,22 - MechanicalEngineering,Quinn Madeline Prince,2009-12-01 00:00:00,2011-06-01
Azalia Madeson Oliver,AMO0582,Azalia.Madeson.Oliver@dtaa.com,MechanicalEngineer,,1,2 - ResearchAndEngineering_Commercial,4 - Engineering,6 - TestAndEvalualtion,Donna Renee Dejesus,2009-12-01 00:00:00,2011-06-01
Edward Macaulay Cook,EMC3609,Edward.Macaulay.Cook@dtaa.com,SystemsEngineer,,1,4 - ResearchAndEngineering_Government_Foreign,4 - Engineering,25 - SystemsEngineering,Todd Salvador Fisher,2009-12-01 00:00:00,2011-06-01
Kylie Jeanette Callahan,KJC3748,Kylie.Jeanette.Callahan@dtaa.com,Technician,,1,8 - SalesAndMarketing_Commercial,3 - FieldService,6 - RegionalFieldService,Patience Montana Horton,2009-12-01 00:00:00,2011-06-01
Nola Justina Grant,NJG3144,Nola.Justina.Grant@dtaa.com,MechanicalEngineer,,1,3 - ResearchAndEngineering_Government_Domestic,4 - Engineering,22 - MechanicalEngineering,Constance Justine Galloway,2009-12-01 00:00:00,2010-03-01
Robert Kendall Hendrix,RKH1569,Robert.Kendall.Hendrix@dtaa.com,ProductionLineWorker,,1,6 - Manufacturing_Government,3 - Assembly,4 - AssemblyDept,Kennedy Beau Alvarez,2009-12-01 00:00:00,2011-06-01
Penelope Kelly Rowe,PKR1145,Penelope.Kelly.Rowe@dtaa.com,ElectricalEngineer,,1,2 - ResearchAndEngineering_Commercial,4 - Engineering,8 - ElectricalEngineering,Colin Ignatius Hines,2009-12-01 00:00:00,2011-06-01
Tallulah Lucy Underwood,TLU1836,Tallulah.Lucy.Underwood@dtaa.com,MechanicalEngineer,,1,2 - ResearchAndEngineering_Commercial,4 - Engineering,12 - MechanicalEngineering,Audra Serina Hunt,2009-12-01 00:00:00,2011-06-01
Nasim Gareth Ward,NGW2341,Nasim.Gareth.Ward@dtaa.com,Salesman,,1,9 - SalesAndMarketing_Government,2 - Sales,3 - RegionalSales,Adele Deirdre Guthrie,2009-12-01 00:00:00,2011-06-01
Azalia Imogene Horne,AIH2535,Azalia.Imogene.Horne@dtaa.com,Technician,,1,2 - ResearchAndEngineering_Commercial,4 - Engineering,21 - TestAndEvalualtion,Rebecca Stephanie Edwards,2009-12-01 00:00:00,2011-06-01
Channing Hayes Lee,CHL3430,Channing.Hayes.Lee@dtaa.com,Salesman,,1,9 - SalesAndMarketing_Government,2 - Sales,5 - RegionalSales,Charles Ulric Lynn,2009-12-01 00:00:00,2011-06-01
Regan MacKensie Boyle,RMB2275,Regan.MacKensie.Boyle@dtaa.com,Salesman,,1,8 - SalesAndMarketing_Commercial,2 - Sales,3 - RegionalSales,Gillian Nelle Holland,2009-12-01 00:00:00,2011-06-01
Tyler Keaton Mejia,TKM2494,Tyler.Keaton.Mejia@dtaa.com,ElectricalEngineer,,1,2 - ResearchAndEngineering_Commercial,4 - Engineering,18 - ElectricalEngineering,Sybil Yolanda Moses,2009-12-01 00:00:00,2011-06-01
Nichole Hedwig Kerr,NHK2846,Nichole.Hedwig.Kerr@dtaa.com,ProductionLineWorker,,1,6 - Manufacturing_Government,3 - Assembly,8 - AssemblyDept,Demetria Sage Melendez,2009-12-01 00:00:00,2011-06-01
Shannon Rhiannon Patterson,SRP2080,Shannon.Rhiannon.Patterson@dtaa.com,MechanicalEngineer,,1,4 - ResearchAndEngineering_Government_Foreign,4 - Engineering,12 - MechanicalEngineering,George Guy Hayden,2009-12-01 00:00:00,2011-06-01
Willa Daria Lopez,WDL0140,Willa.Daria.Lopez@dtaa.com,AdministrativeAssistant,,1,3 - ResearchAndEngineering_Government_Domestic,2 - Research,1 - Lab,Charlotte Ramona Maxwell,2009-12-01 00:00:00,2011-06-01
Eliana Nichole Holloway,ENH3969,Eliana.Nichole.Holloway@dtaa.com,StockroomClerk,,1,6 - Manufacturing_Government,3 - Assembly,13 - Stockroom,Colby Kibo Guzman,2009-12-01 00:00:00,2010-10-01
Sebastian Asher Bender,SAB0817,Sebastian.Asher.Bender@dtaa.com,ComputerScientist,,1,4 - ResearchAndEngineering_Government_Foreign,4 - Engineering,5 - SystemsEngineering,Jerry Reece Potts,2009-12-01 00:00:00,2011-06-01
Isaiah Blake Mason,IBM1700,Isaiah.Blake.Mason@dtaa.com,Technician,,1,9 - SalesAndMarketing_Government,3 - FieldService,2 - RegionalFieldService,Haley Madeline Thomas,2009-12-01 00:00:00,2011-06-01
Brendan Coby Gordon,BCG1029,Brendan.Coby.Gordon@dtaa.com,SecurityGuard,,1,1 - Adminstration,5 - Security,3 - BuildingSecurity,Octavia Iris Parrish,2009-12-01 00:00:00,2011-06-01
Conan Tanner Hughes,CTH2220,Conan.Tanner.Hughes@dtaa.com,StockroomClerk,,1,6 - Manufacturing_Government,3 - Assembly,5 - Stockroom,Malachi Nicolas Ward,2009-12-01 00:00:00,2011-06-01
Quemby Blythe Ruiz,QBR2250,Quemby.Blythe.Ruiz@dtaa.com,ProductionLineWorker,,1,6 - Manufacturing_Government,3 - Assembly,6 - AssemblyDept,Drew Owen Coleman,2009-12-01 00:00:00,2011-06-01
Baker Amos Vang,BAV0390,Baker.Amos.Vang@dtaa.com,Technician,,1,8 - SalesAndMarketing_Commercial,3 - FieldService,1 - RegionalFieldService,Jessamine Madeson Eaton,2009-12-01 00:00:00,2011-04-01
